DateTime,9.498067 76.338848
2014-08-20,70.2429
2014-08-21,14.5762
2014-08-22,19.2507
2014-08-23,73.8510
2014-08-24,12.2488
2014-08-25,0.6891
2014-08-26,0.1387
2014-08-27,0.3261
2014-08-28,0.3765
2014-08-29,10.1824
2014-08-30,24.9480
2014-08-31,30.5470
2014-09-01,33.3468
2014-09-02,37.5910
2014-09-03,62.6589
2014-09-04,4.5344
2014-09-05,8.4814
2014-09-06,30.5606
2014-09-07,6.7725
2014-09-08,5.7803
2014-09-09,1.9573
2014-09-10,0.4202
2014-09-11,0.1387
2014-09-12,0.0000
2014-09-13,1.9755
2014-09-14,12.7752
2014-09-15,7.3016
2014-09-16,1.4468
2014-09-17,0.0000
2014-09-18,6.9880
2014-09-19,0.7611
2014-09-20,0.2636
2014-09-21,0.0000
2014-09-22,0.0000
2014-09-23,0.0000
2014-09-24,0.0000
2014-09-25,0.0000
2014-09-26,1.2748
2014-09-27,8.5010
2014-09-28,17.1036
2014-09-29,8.6918
2014-09-30,7.3319
2014-10-01,9.0912
2014-10-02,7.6773
2014-10-03,2.4466
2014-10-04,3.4932
2014-10-05,0.0000
2014-10-06,8.1479
2014-10-07,7.9918
2014-10-08,54.7738
2014-10-09,0.2577
2014-10-10,43.0209
2014-10-11,4.4596
2014-10-12,0.6891
2014-10-13,6.4626
2014-10-14,0.0000
2014-10-15,8.1946
2014-10-16,1.0104
2014-10-17,1.6370
2014-10-18,24.8020
2014-10-19,31.5987
2014-10-20,16.3854
2014-10-21,4.2188
2014-10-22,5.1458
2014-10-23,15.8450
2014-10-24,10.7129
2014-10-25,0.6026
2014-10-26,10.4452
2014-10-27,0.8850
2014-10-28,8.8219
2014-10-29,2.5806
2014-10-30,1.6935
2014-10-31,0.0000
2014-11-01,0.8057
2014-11-02,0.0000
2014-11-03,0.1130
2014-11-04,23.5891
2014-11-05,4.2618
2014-11-06,0.7611
2014-11-07,0.0000
2014-11-08,0.0000
2014-11-09,0.0000
2014-11-10,0.0000
2014-11-11,2.6438
2014-11-12,0.7053
2014-11-13,26.9956
2014-11-14,16.9518
2014-11-15,17.8212
2014-11-16,1.0880
2014-11-17,0.7254
2014-11-18,2.7908
2014-11-19,0.0000
2014-11-20,0.0000
2014-11-21,5.6650
2014-11-22,0.0000
2014-11-23,0.0000
2014-11-24,2.7908
2014-11-25,0.0000
2014-11-26,0.0000
2014-11-27,0.0000
2014-11-28,0.2022
2014-11-29,3.3107
2014-11-30,0.0000
2014-12-01,0.0000
2014-12-02,1.4864
2014-12-03,0.0000
2014-12-04,0.0000
2014-12-05,0.0000
2014-12-06,0.0000
2014-12-07,0.0000
2014-12-08,0.0000
2014-12-09,4.6236
2014-12-10,19.0371
2014-12-11,8.3524
2014-12-12,0.0000
2014-12-13,13.5981
2014-12-14,0.0000
2014-12-15,0.6105
2014-12-16,0.0000
2014-12-17,0.5074
2014-12-18,0.0000
2014-12-19,0.0000
2014-12-20,0.0000
2014-12-21,0.0000
2014-12-22,0.0000
2014-12-23,0.3012
2014-12-24,0.1506
2014-12-25,0.1378
2014-12-26,0.0000
2014-12-27,0.0000
2014-12-28,0.0000
2014-12-29,0.0000
2014-12-30,0.0000
2014-12-31,2.2259
2015-01-01,2.7076
2015-01-02,0.0000
2015-01-03,0.0000
2015-01-04,0.0000
2015-01-05,0.0000
2015-01-06,0.0000
2015-01-07,0.0000
2015-01-08,0.0000
2015-01-09,0.0000
2015-01-10,0.0000
2015-01-11,0.0000
2015-01-12,0.0000
2015-01-13,0.0000
2015-01-14,0.0000
2015-01-15,0.0000
2015-01-16,0.0000
2015-01-17,0.0000
2015-01-18,0.0000
2015-01-19,0.0000
2015-01-20,0.0000
2015-01-21,0.0000
2015-01-22,4.9473
2015-01-23,0.0000
2015-01-24,0.0000
2015-01-25,0.0000
2015-01-26,0.0000
2015-01-27,0.0000
2015-01-28,0.0000
2015-01-29,0.0000
2015-01-30,0.0000
2015-01-31,0.6401
2015-02-01,0.0000
2015-02-02,0.0000
2015-02-03,0.0000
2015-02-04,0.0000
2015-02-05,0.0000
2015-02-06,0.0000
2015-02-07,5.7839
2015-02-08,0.0000
2015-02-09,0.0000
2015-02-10,0.0000
2015-02-11,0.0000
2015-02-12,0.0000
2015-02-13,0.0000
2015-02-14,0.0000
2015-02-15,0.0000
2015-02-16,0.0000
2015-02-17,0.0000
2015-02-18,0.0000
2015-02-19,0.0000
2015-02-20,0.0000
2015-02-21,0.0000
2015-02-22,0.0000
2015-02-23,0.0000
2015-02-24,0.0000
2015-02-25,0.0000
2015-02-26,0.0000
2015-02-27,0.0000
2015-02-28,0.3806
2015-03-01,2.3982
2015-03-02,0.0000
2015-03-03,4.4399
2015-03-04,0.9325
